camera_id,video_id,timestamp,frame_id,object_type,confidence,x1,y1,x2,y2
CAM_CITY_STREET_01,mixkit_100,2.669,64,car,0.7554,658.8,106.6,808.8,230.9
CAM_CITY_STREET_01,mixkit_100,2.669,64,car,0.6897,539.9,141.6,608.5,204.4
CAM_CITY_STREET_01,mixkit_100,2.669,64,car,0.5174,604.6,98.0,707.2,215.1
CAM_CITY_STREET_01,mixkit_100,2.669,64,truck,0.4649,804.5,12.5,1067.1,265.0
CAM_CITY_STREET_01,mixkit_100,2.669,64,car,0.4006,804.6,13.8,1067.8,264.2
CAM_CITY_STREET_01,mixkit_100,2.753,66,car,0.8668,1065.3,0.9,1279.0,358.2
CAM_CITY_STREET_01,mixkit_100,2.753,66,car,0.8327,674.2,115.5,813.6,238.6
CAM_CITY_STREET_01,mixkit_100,2.753,66,car,0.7834,120.3,14.6,458.2,286.3
CAM_CITY_STREET_01,mixkit_100,2.753,66,car,0.756,417.1,73.0,546.7,257.4
CAM_CITY_STREET_01,mixkit_100,2.753,66,car,0.663,0.2,4.8,134.5,402.7
CAM_CITY_STREET_01,mixkit_100,2.753,66,car,0.5832,540.0,147.6,608.3,211.2
CAM_CITY_STREET_01,mixkit_100,2.753,66,car,0.5031,604.5,104.2,722.2,224.6
CAM_CITY_STREET_01,mixkit_100,2.753,66,car,0.4406,807.1,21.9,1093.2,274.0
CAM_CITY_STREET_01,mixkit_100,2.753,66,truck,0.3961,807.2,21.6,1092.8,273.5
CAM_CITY_STREET_01,mixkit_100,2.836,68,car,0.8422,667.7,120.4,818.7,247.4
CAM_CITY_STREET_01,mixkit_100,2.836,68,car,0.7924,1085.3,3.7,1279.5,374.0
CAM_CITY_STREET_01,mixkit_100,2.836,68,car,0.7908,119.8,23.1,458.1,293.7
CAM_CITY_STREET_01,mixkit_100,2.836,68,car,0.77,416.7,81.7,547.1,265.9
CAM_CITY_STREET_01,mixkit_100,2.836,68,car,0.7245,0.2,5.0,131.9,408.4
CAM_CITY_STREET_01,mixkit_100,2.836,68,car,0.5693,540.4,153.4,609.1,217.0
CAM_CITY_STREET_01,mixkit_100,2.836,68,car,0.5293,604.9,112.7,719.4,232.7
CAM_CITY_STREET_01,mixkit_100,2.836,68,truck,0.5231,810.7,29.1,1108.3,282.7
CAM_CITY_STREET_01,mixkit_100,2.92,70,car,0.8591,1106.6,1.3,1279.9,369.5
CAM_CITY_STREET_01,mixkit_100,2.92,70,car,0.8319,662.4,126.9,822.3,255.6
CAM_CITY_STREET_01,mixkit_100,2.92,70,car,0.8118,416.1,89.3,547.1,271.8
CAM_CITY_STREET_01,mixkit_100,2.92,70,car,0.7958,0.1,5.2,125.0,418.0
CAM_CITY_STREET_01,mixkit_100,2.92,70,car,0.786,110.7,30.3,458.7,300.2
CAM_CITY_STREET_01,mixkit_100,2.92,70,car,0.6698,605.0,120.6,721.2,239.1
CAM_CITY_STREET_01,mixkit_100,2.92,70,car,0.6626,813.6,30.2,1122.5,293.5
